time,speedReference
0.318, 0
0.425, 0
0.531, 0
0.638, 0
0.747, 0
0.854, 0
0.963, 0
1.072, 0
1.181, 0
1.29, 0
1.4, 0
1.509, 0
1.618, 0
1.724, 0
1.834, 0
1.943, 0
2.053, 0
2.159, 0
2.268, 0
2.377, 0
2.487, 0
2.59, 0
2.697, 0
2.806, 0
2.913, 0
3.022, 0
3.129, 0
3.24, 0
3.35, 0
3.456, 0
3.563, 0
3.669, 0
3.779, 0
3.888, 0
3.994, 0
4.103, 0
4.213, 0
4.319, 0
4.426, 0
4.532, 0
4.642, 0
4.751, 0
4.857, 0
4.967, 0
5.076, 0
5.185, 0
5.294, 0
5.404, 0
5.51, 0
5.619, 0
5.729, 0
5.838, 0
5.947, 0
6.054, 0
6.163, 0
6.272, 0
6.379, 0
6.483, 0
6.592, 0
6.698, 0
6.805, 0
6.917, 0
7.026, 0
7.135, 0
7.242, 0
7.348, 0
7.455, 0
7.564, 0
7.673, 0
7.78, 0
7.889, 0
7.998, 0
8.108, 0
8.211, 0
8.321, 0
8.427, 0
8.534, 0
8.643, 0
8.75, 0
8.856, 0
8.965, 0
9.074, 0
9.184, 0
9.29, 0
9.397, 0
9.506, 0
9.615, 0
9.722, 0
9.828, 0
9.935, 0
10.042, 0
10.148, 0
10.257, 0
10.369, 0
10.478, 0
10.585, 0
10.688, 0
10.798, 0
10.902, 0
11.008, 0
11.115, 0
11.221, 0
11.33, 0
11.435, 0
11.541, 0
11.653, 0
11.762, 0
11.871, 0
11.978, 0
12.085, 0
12.193, 0
12.3, 0
12.407, 0
12.516, 0
12.625, 0
12.734, 0
12.844, 0
12.953, 0
13.062, 0
13.171, 0
13.278, 0
13.387, 0
13.496, 0
13.606, 0
13.712, 0
13.821, 0
13.931, 0
14.04, 0
14.144, 0
14.25, 0
14.359, 0
14.466, 0
14.575, 0
14.682, 0
14.794, 0
14.903, 0
15.009, 0
15.116, 0
15.223, 0
15.332, 0
15.441, 0
15.547, 0
15.657, 0
15.766, 0
15.872, 0
15.979, 0
16.085, 0
16.195, 0
16.304, 0
16.411, 0
16.52, 0
16.629, 0
16.738, 0
16.848, 0
16.957, 0
17.064, 0
17.173, 0
17.282, 0
17.391, 0
17.501, 0
17.607, 0
17.716, 0
17.825, 0
17.932, 0
18.036, 0
18.145, 0
18.252, 0
18.361, 0
18.47, 0
18.579, 0
18.688, 0
18.795, 0
18.902, 0
19.008, 0
19.117, 0
19.227, 0
19.333, 0
19.442, 0
19.551, 0
19.661, 0
19.765, 0
19.874, 0
19.98, 0
20.09, 0
20.196, 0
20.303, 0
20.415, 0
20.524, 0
20.633, 0
20.742, 0
20.852, 0
20.958, 0
21.067, 0
21.177, 0
21.286, 0
21.393, 0
21.502, 0
21.611, 0
21.72, 0
21.827, 0
21.93, 0
22.04, 0
22.146, 0
22.255, 0
22.365, 0
22.474, 0
22.583, 0
22.69, 0
22.796, 0
22.903, 0
23.012, 0
23.122, 0
23.228, 0
23.337, 0
23.446, 0
23.553, 0
23.659, 0
23.766, 0
23.875, 0
23.984, 0
24.091, 0
24.2, 0
24.309, 0
24.419, 0
24.528, 0
24.637, 0
24.744, 0
24.853, 0
24.962, 0
25.069, 0
25.181, 0
25.287, 0
25.396, 0
25.506, 0
25.612, 0
25.719, 0
25.825, 0
25.932, 0
26.041, 0
26.15, 0
26.259, 0
26.369, 0
26.478, 0
26.582, 0
26.691, 0
26.798, 0
26.907, 0
27.014, 0
27.12, 0
27.232, 0
27.341, 0
27.45, 0
27.56, 0
27.669, 0
27.775, 0
27.885, 0
27.994, 0
28.101, 0
28.204, 0
28.313, 0
28.423, 0
28.532, 0
28.639, 0
28.748, 0
28.857, 0
28.964, 0
29.073, 0
29.182, 0
29.289, 0
29.4, 0
29.507, 0
29.613, 0
29.723, 0
29.832, 0
29.939, 0
30.045, 0
30.154, 0
30.264, 0
30.37, 0
30.474, 0
30.583, 0
30.69, 0
30.799, 0
30.908, 0
31.017, 0
31.127, 0
31.233, 0
31.34, 0
31.449, 0
31.555, 0
31.662, 0
31.771, 0
31.88, 0
31.99, 0
32.099, 0
32.208, 0
32.317, 0
32.427, 0
32.533, 0
32.643, 0
32.752, 0
32.861, 0
32.967, 0
33.077, 0
33.186, 0
33.295, 0
33.399, 0
33.506, 0
33.615, 0
33.722, 0
33.831, 0
33.94, 0
34.049, 0
34.158, 0
34.265, 0
34.369, 0
34.478, 0
34.585, 0
34.694, 0
34.803, 0
34.912, 0
35.021, 0
35.128, 0
35.234, 0
35.344, 0
35.45, 0
35.557, 0
35.666, 0
35.775, 0
35.884, 0
35.994, 0
36.103, 0
36.212, 0
36.319, 0
36.428, 0
36.537, 0
36.647, 0
36.756, 0
36.862, 0
36.971, 0
37.081, 0
37.187, 0
37.291, 0
37.4, 0
37.507, 0
37.614, 0
37.726, 0
37.835, 0
37.944, 0
38.051, 0
38.157, 0
38.264, 0
38.373, 0
38.482, 0
38.588, 0
38.698, 0
38.807, 0
38.916, 0
39.02, 0
39.129, 0
39.236, 0
39.342, 0
39.452, 0
39.558, 0
39.67, 0
39.779, 0
39.888, 0
39.998, 0
40.107, 0
40.213, 0
40.323, 0
40.432, 0
40.541, 0
40.648, 0
40.757, 0
40.866, 0
40.976, 0
41.082, 0
41.186, 0
41.295, 0
41.402, 0
41.511, 0
41.62, 0
41.729, 0
41.839, 0
41.945, 0
42.052, 0
42.158, 0
42.267, 0
42.377, 0
42.483, 0
42.592, 0
42.702, 0
42.808, 0
42.915, 0
43.024, 0
43.128, 0
43.235, 0
43.346, 0
43.455, 0
43.565, 0
43.674, 0
43.783, 0
43.893, 0
43.999, 0
44.108, 0
44.217, 0
44.324, 0
44.436, 0
44.543, 0
44.652, 0
44.761, 0
44.868, 0
44.974, 0
45.081, 0
45.187, 0
45.296, 0
45.406, 0
45.515, 0
45.624, 0
45.733, 0
45.837, 0
45.947, 0
46.053, 0
46.162, 0
46.269, 0
46.375, 0
46.487, 0
46.596, 0
46.703, 0
46.809, 0
46.916, 0
47.026, 0
47.134, 0
47.241, 0
47.35, 0
47.46, 0
47.569, 0
47.678, 0
47.787, 0
47.894, 0
48.003, 0
48.112, 0
48.222, 0
48.331, 0
48.437, 0
48.547, 0
48.656, 0
48.762, 0
48.866, 0
48.975, 0
49.082, 0
49.191, 0
49.3, 0
49.41, 0
49.519, 0
49.625, 0
49.729, 0
49.838, 0
49.945, 0
50.054, 0
50.164, 0
50.273, 0
50.382, 0
50.489, 0
50.595, 0
50.704, 0
50.811, 0
50.918, 0
51.027, 0
51.136, 0
51.245, 0
51.354, 0
51.464, 0
51.573, 0
51.682, 0
51.788, 0
51.898, 0
52.007, 0
52.117, 0
52.223, 0
52.332, 0
52.441, 0
52.551, 0
52.654, 0
52.761, 0
52.87, 0
52.977, 0
53.086, 0
53.195, 0
53.304, 0
53.414, 0
53.52, 0
53.624, 0
53.733, 109
53.842, 2160
53.951, 2160
54.06, 2160
54.167, 2160
54.279, 2160
54.388, 2160
54.498, 2160
54.607, 2160
54.717, 2160
54.823, 2160
54.935, 2160
55.044, 2160
55.154, 2160
55.26, 2160
55.37, 2160
55.481, 2160
55.591, 2160
55.7, 2160
55.81, 2160
55.919, 2160
56.028, 2160
56.137, 2160
56.247, 2160
56.356, 2160
56.462, 2160
56.569, 2160
56.675, 2160
56.785, 2160
56.892, 2160
56.998, 2160
57.104, 2160
57.214, 2160
57.323, 2160
57.433, 2160
57.542, 2160
57.651, 2160
57.76, 2160
57.87, 2160
57.976, 2160
58.067, 2160
58.176, 2160
58.286, 2160
58.392, 2160
58.499, 2160
58.603, 2160
58.713, 2160
58.819, 2160
58.926, 2160
59.035, 2160
59.144, 2160
59.254, 2160
59.363, 2160
59.472, 2160
59.582, 2160
59.691, 2160
59.8, 2160
59.91, 2160
60.016, 2160
60.126, 2160
60.235, 2160
60.339, 0
60.446, 0
60.555, 1308
60.665, 2160
60.771, 2160
60.877, 2160
60.985, 2160
61.088, 2160
61.197, 2160
61.304, 2160
61.412, 2160
61.521, 0
61.63, 109
61.737, 2160
61.846, 2160
61.956, 2160
62.063, 2160
62.169, 2160
62.278, 2160
62.387, 2160
62.494, 2160
62.601, 1941
62.712, 0
62.819, 1744
62.926, 2160
63.035, 2160
63.142, 2160
63.249, 2160
63.358, 2160
63.468, 2160
63.574, 2160
63.68, 2160
63.787, 2160
63.893, 0
64.002, 0
64.106, 2160
64.197, 2160
64.303, 2160
64.41, 2160
64.519, 2160
64.626, 2160
64.732, 2160
64.84, 2160
64.946, 2160
65.055, 0
65.164, 0
65.271, 2160
65.375, 2160
65.466, 2160
65.575, 2160
65.681, 2160
65.772, 2160
65.878, 2160
65.99, 2160
66.096, 2160
66.201, 0
66.307, 0
66.414, 0
66.523, 0
66.629, 0
66.739, 2160
66.846, 2160
66.952, 2160
67.059, 2160
67.168, 2160
67.275, 2160
67.384, 196
67.493, 0
67.597, 0
67.706, 0
67.813, 0
67.919, 218
68.026, 2160
68.13, 2160
68.239, 2160
68.348, 2160
68.456, 2160
68.565, 2160
68.674, 2160
68.783, 2160
68.89, 2160
68.996, 2160
69.106, 2160
69.215, 2160
69.322, 2160
69.433, 2160
69.543, 2160
69.652, 2160
69.758, 2160
69.865, 2160
69.976, 2160
70.085, 2160
70.194, 2160
70.303, 2160
70.413, 2160
70.522, 2160
70.632, 2160
70.738, 2160
70.845, 2160
70.954, 2160
71.063, 2160
71.172, 2160
71.281, 2160
71.389, 2160
71.498, 2160
71.605, 2160
71.714, 2160
71.824, 2160
71.935, 2160
72.044, 2160
72.151, 2160
72.261, 2160
72.37, 2160
72.479, 2160
72.588, 2160
72.7, 2160
72.807, 2160
72.918, 2160
73.009, 2160
73.118, 2160
73.225, 2160
73.334, 2160
73.438, 2160
73.547, 2160
73.659, 2160
73.768, 2160
73.877, 2160
73.981, 2160
74.091, 2160
74.197, 2160
74.307, 2160
74.413, 2160
74.52, 2160
74.629, 2160
74.72, 2160
74.829, 2160
74.938, 2160
75.048, 2160
75.158, 2160
75.267, 2160
75.373, 2160
75.482, 2160
75.586, 2160
75.693, 2160
75.802, 2160
75.912, 2160
76.018, 2160
76.125, 2160
76.232, 2160
76.341, 2160
76.45, 2160
76.541, 2160
76.647, 2160
76.738, 2160
76.846, 2160
76.95, 2160
77.057, 2160
77.166, 2160
77.278, 2160
77.384, 2160
77.489, 2160
77.595, 2160
77.702, 2160
77.814, 2160
77.921, 2160
78.029, 2160
78.136, 2160
78.243, 2160
78.355, 2160
78.461, 2160
78.57, 2160
78.677, 2160
78.789, 2160
78.898, 2160
79.007, 2160
79.114, 2160
79.223, 2160
79.33, 2160
79.431, 2160
79.543, 2160
79.652, 2160
79.762, 2160
79.873, 2160
79.983, 2160
80.089, 2160
80.199, 2160
80.31, 2160
80.42, 2160
80.53, 2160
80.636, 2160
80.74, 2160
80.852, 2160
80.958, 2160
81.062, 2160
81.169, 2160
81.279, 2160
81.388, 2160
81.497, 2160
81.606, 2160
81.713, 2160
81.825, 2160
81.935, 2160
82.041, 2160
82.15, 2160
82.257, 2160
82.363, 0
82.473, 0
82.576, 0
82.683, 0
82.792, 0
82.9, 0
83.011, 0
83.118, 0
83.23, 0
83.339, 0
83.449, 0
83.558, 0
83.667, 0
83.777, 0
83.883, 0
83.995, 0
84.107, 0
84.213, 0
84.323, 0
84.426, 0
84.533, 2160
84.639, 2160
84.749, 2160
84.861, 2160
84.973, 2160
85.077, 2160
85.17, 2160
85.276, 2160
85.367, 2160
85.476, 2160
85.583, 2160
85.692, 2160
85.798, 2160
85.908, 2160
86.015, 2160
86.126, 2160
86.232, 2160
86.323, 2160
86.432, 2160
86.544, 2160
86.653, 2160
86.76, 2160
86.87, 2160
86.979, 2160
87.088, 2160
87.198, 2160
87.307, 2160
87.413, 2160
87.517, 2160
87.627, 2160
87.739, 2160
87.848, 2160
87.957, 2160
88.069, 2160
88.178, 2160
88.269, 2160
88.38, 2160
88.489, 2160
88.58, 2160
88.686, 2160
88.798, 2160
88.91, 2160
89.017, 2160
89.126, 2160
89.233, 2160
89.339, 2160
89.449, 2160
89.561, 2160
89.671, 2160
89.78, 2160
89.889, 2160
90.001, 2160
90.107, 2160
90.217, 2160
90.327, 2160
90.433, 2160
90.539, 2160
90.643, 2160
90.747, 2160
90.856, 2160
90.963, 2160
91.072, 2160
91.181, 2160
91.293, 2160
91.405, 2160
91.515, 2160
91.621, 2160
91.728, 2160
91.834, 2160
91.941, 2160
92.05, 2160
92.16, 2160
92.27, 2160
92.379, 2160
92.488, 2160
92.598, 2160
92.704, 2160
92.814, 2160
92.925, 2160
93.035, 2160
93.141, 2160
93.248, 2160
93.357, 2160
93.467, 5440
93.573, 5440
93.679, 5440
93.788, 5440
93.895, 5440
94.007, 5440
94.114, 5440
94.221, 5440
94.327, 5440
94.439, 5440
94.545, 5440
94.65, 5440
94.761, 5440
94.871, 5440
94.977, 5440
95.087, 5440
95.198, 5221
95.307, 3600
95.414, 3600
95.521, 3600
95.63, 5440
95.739, 5440
95.851, 5440
95.96, 5440
96.067, 5440
96.177, 5440
96.286, 5440
96.395, 5440
96.499, 5440
96.605, 5440
96.712, 5440
96.821, 5440
96.933, 5440
97.045, 5440
97.155, 5440
97.261, 5440
97.368, 5440
97.474, 5440
97.565, 5440
97.674, 5440
97.78, 5440
97.887, 5440
97.996, 5440
98.106, 5440
98.214, 5440
98.325, 5440
98.432, 5440
98.536, 5440
98.645, 5440
98.749, 5440
98.855, 5440
98.965, 5440
99.071, 5440
99.175, 5440
99.286, 5440
99.396, 5440
99.505, 5440
99.615, 5440
99.724, 5440
99.834, 5440
99.943, 5440
100.034, 5440
100.14, 5440
100.246, 5440
100.337, 5440
100.443, 5440
100.555, 5440
100.661, 5440
100.768, 5440
100.872, 2386
100.979, 0
101.088, 0
101.195, 0
101.304, 0
101.411, 0
101.517, 0
101.624, 0
101.735, 0
101.842, 0
101.946, 0
102.055, 0
102.167, 0
102.273, 0
102.38, 0
102.489, 0
102.596, 0
102.705, 0
102.815, 0
102.921, 0
103.031, 0
103.142, 0
103.246, 0
103.353, 0
103.459, 0
103.571, 0
103.673, 0
103.779, 0
103.886, 0
103.992, 0
104.102, 0
104.194, 0
104.303, 0
104.41, 0
104.525, 0
104.634, 0
104.744, 0
104.836, 0
104.945, 0
105.052, 0
105.161, 0
105.268, 0
105.374, 0
105.484, 0
105.593, 0
105.7, 0
105.806, 3489
105.913, 5440
106.017, 5440
106.126, 5440
106.232, 5440
106.34, 5440
106.449, 5440
106.558, 5440
106.665, 5440
106.769, 5440
106.878, 2822
106.987, 0
107.096, 0
107.205, 0
107.315, 872
107.425, 5234
107.531, 5440
107.643, 5440
107.75, 5440
107.859, 5440
107.966, 5440
108.072, 5440
108.182, 5440
108.288, 5440
108.397, 5440
108.488, 5440
108.597, 5440
108.704, 5440
108.814, 5440
108.924, 5440
109.03, 5440
109.143, 5440
109.252, 5440
109.361, 5440
109.471, 5440
109.577, 5440
109.686, 5440
109.795, 5440
109.902, 5440
110.011, 5440
110.118, 5440
110.228, 5440
110.337, 4240
110.441, 96
110.552, 0
110.662, 0
110.768, 0
110.878, 0
110.984, 0
111.094, 0
111.202, 0
111.312, 0
111.418, 0
111.523, 0
111.631, 0
111.744, 0
111.85, 0
111.941, 0
112.047, 0
112.156, 0
112.263, 0
112.372, 0
112.482, 0
112.588, 0
112.695, 0
112.801, 0
112.911, 0
113.02, 0
113.126, 0
113.232, 2072
113.339, 5440
113.446, 5440
113.558, 5440
113.664, 5440
113.771, 5440
113.878, 5440
113.984, 5440
114.091, 5440
114.2, 5440
114.304, 5440
114.413, 5440
114.52, 5440
114.629, 5440
114.741, 5440
114.853, 5440
114.963, 5440
115.074, 5440
115.181, 5440
115.29, 5440
115.397, 5440
115.504, 5440
115.613, 5440
115.722, 5440
115.832, 5440
115.938, 5440
116.042, 5440
116.154, 5440
116.264, 5440
116.37, 5440
116.479, 5440
116.589, 5440
116.7, 5440
116.81, 5440
116.916, 5440
117.031, 5440
117.143, 5440
117.25, 5440
117.362, 5440
117.472, 5440
117.581, 5440
117.688, 5440
117.797, 5440
117.909, 5440
118.016, 5440
118.125, 5440
118.234, 5440
118.341, 5440
118.448, 5440
118.554, 5440
118.661, 5440
118.773, 5440
118.885, 5440
118.997, 5440
119.106, 5440
119.212, 5440
119.316, 5440
119.425, 5440
119.532, 5440
119.641, 5440
119.751, 5440
119.859, 5440
119.97, 5440
120.079, 5440
120.189, 5440
120.295, 5440
120.405, 5440
120.511, 5440
120.621, 5440
120.727, 5440
120.818, 5440
120.929, 5440
121.038, 5440
121.148, 5440
121.257, 5440
121.361, 5440
121.47, 5440
121.572, 5440
121.678, 5440
121.785, 5440
121.894, 5440
122.003, 5440
122.113, 5440
122.222, 5440
122.331, 5440
122.441, 5440
122.547, 5440
122.654, 5440
122.763, 5440
122.872, 5440
122.976, 5440
123.088, 5440
123.2, 5440
123.309, 5440
123.416, 5440
123.522, 5440
123.629, 5440
123.738, 5440
123.85, 5440
123.957, 5440
124.063, 5440
124.171, 5440
124.282, 5440
124.389, 5440
124.493, 5440
124.602, 5440
124.711, 5440
124.82, 5440
124.93, 5440
125.039, 5440
125.146, 5440
125.252, 5440
125.359, 5440
125.468, 5440
125.575, 5440
125.687, 5440
125.794, 5440
125.9, 5440
126.006, 5440
126.118, 5440
126.225, 5440
126.334, 5440
126.443, 5440
126.555, 5440
126.665, 5440
126.774, 5440
126.883, 5440
126.995, 5440
127.105, 5440
127.208, 5440
127.318, 5440
127.427, 5440
127.518, 5440
127.627, 5440
127.733, 5440
127.842, 5440
127.952, 5440
128.064, 5440
128.173, 5440
128.28, 5440
128.387, 5440
128.496, 5440
128.605, 5440
128.712, 5440
128.819, 5440
128.93, 5440
129.021, 5440
129.13, 5440
129.237, 5440
129.349, 5440
129.455, 5440
129.564, 5440
129.671, 5440
129.782, 5440
129.888, 5440
130, 5440
130.109, 5440
130.218, 5440
130.328, 5440
130.434, 5440
130.541, 5440
130.647, 5440
130.738, 5440
130.844, 5440
130.953, 5440
131.065, 5440
131.174, 5440
131.286, 5440
131.395, 5440
131.502, 5440
131.611, 5440
131.721, 5440
131.827, 5440
131.934, 5440
132.041, 5440
132.153, 5440
132.262, 5440
132.372, 5440
132.48, 5440
132.587, 5440
132.7, 5440
132.806, 5440
132.915, 5440
133.022, 5440
133.128, 5440
133.237, 5440
133.344, 3258
133.453, 0
133.563, 0
133.672, 0
133.778, 0
133.885, 0
133.995, 0
134.107, 0
134.216, 0
134.325, 0
134.434, 0
134.546, 0
134.656, 0
134.765, 0
134.858, 0
134.967, 0
135.077, 0
135.186, 0
135.295, 0
135.402, 0
135.508, 0
135.615, 0
135.727, 0
135.833, 0
135.946, 0
136.055, 0
136.164, 0
136.27, 0
136.383, 0
136.487, 0
136.596, 0
136.708, 0
136.817, 0
136.923, 0
137.014, 0
137.126, 0
137.235, 0
137.342, 0
137.451, 0
137.558, 0
137.661, 0
137.771, 0
137.88, 0
137.99, 0
138.099, 0
138.206, 545
138.312, 4798
138.419, 5440
138.525, 5440
138.632, 5440
138.738, 5440
138.847, 5440
138.954, 5440
139.06, 5440
139.17, 5440
139.279, 5440
139.386, 5440
139.497, 5440
139.604, 5440
139.716, 5440
139.82, 5440
139.929, 5440
140.036, 5440
140.148, 5440
140.257, 5440
140.366, 5440
140.476, 5440
140.582, 5440
140.686, 5440
140.795, 5440
140.902, 5440
141.008, 5440
141.115, 5440
141.224, 5440
141.33, 5440
141.44, 5440
141.546, 5440
141.656, 5440
141.765, 5440
141.874, 5440
141.978, 5440
142.085, 5440
142.191, 5440
142.298, 5440
142.407, 5440
142.517, 5440
142.623, 5440
142.732, 5440
142.839, 5440
142.948, 5440
143.055, 5440
143.164, 5440
143.271, 5440
143.377, 5440
143.484, 5440
143.591, 5440
143.698, 5440
143.81, 5440
143.916, 5440
144.02, 5440
144.129, 5440
144.241, 5440
144.348, 5440
144.457, 5440
144.566, 5440
144.673, 5440
144.783, 5440
144.892, 5440
145.002, 5440
145.108, 5440
145.219, 5440
145.328, 5440
145.437, 5440
145.544, 5440
145.65, 5440
145.762, 5440
145.869, 5440
145.978, 5440
146.085, 5440
146.192, 5440
146.301, 5440
146.411, 5440
146.517, 5440
146.621, 5440
146.73, 5440
146.84, 5440
146.943, 5440
147.053, 5440
147.162, 5440
147.266, 5440
147.375, 5440
147.482, 5440
147.597, 5440
147.701, 5440
147.807, 5440
147.914, 5440
148.02, 5440
148.131, 5440
148.237, 5440
148.343, 5440
148.45, 5440
148.559, 5440
148.668, 5440
148.777, 5440
148.868, 5440
148.974, 5440
149.084, 5440
149.19, 5440
149.3, 5440
149.409, 5440
149.516, 5440
149.625, 5440
149.737, 5440
149.846, 5440
149.955, 5440
150.062, 5440
150.172, 5440
150.278, 5440
150.388, 5440
150.498, 5440
150.604, 5440
150.695, 5440
150.804, 5440
150.913, 5440
151.019, 5440
151.129, 5440
151.238, 5440
151.345, 5440
151.454, 5440
151.558, 5440
151.664, 5440
151.774, 5440
151.88, 5440
151.982, 5440
152.088, 5440
152.195, 5440
152.309, 5440
152.416, 5440
152.528, 5440
152.635, 5440
152.741, 5440
152.849, 5440
152.959, 5440
153.069, 2822
153.178, 0
153.284, 0
153.391, 0
153.501, 0
153.608, 0
153.72, 0
153.829, 0
153.938, 0
154.048, 0
154.154, 0
154.263, 0
154.37, 0
154.477, 0
154.588, 0
154.695, 0
154.804, 0
154.911, 0
155.02, 0
155.127, 0
155.23, 0
155.337, 0
155.443, 0
155.55, 0
155.657, 0
155.763, 0
155.873, 0
155.982, 0
156.091, 0
156.202, 0
156.31, 0
156.414, 0
156.521, 0
156.633, 0
156.742, 0
156.851, 0
156.961, 0
157.067, 0
157.171, 0
157.28, 0
157.387, 0
157.496, 0
157.605, 0
157.715, 872
157.824, 5234
157.931, 5440
158.04, 5440
158.144, 5440
158.256, 5440
158.363, 5440
158.475, 5440
158.584, 5440
158.693, 5440
158.797, 5440
158.908, 5440
159.018, 5440
159.125, 5440
159.234, 5440
159.341, 5440
159.451, 5440
159.56, 5440
159.669, 5440
159.773, 5440
159.866, 5440
159.976, 5440
160.083, 5440
160.195, 5440
160.304, 5440
160.411, 5440
160.523, 5440
160.635, 5440
160.744, 5440
160.856, 5440
160.963, 5440
161.072, 5440
161.179, 5440
161.285, 5440
161.394, 5440
161.498, 5440
161.605, 5440
161.715, 5440
161.821, 5440
161.928, 5440
162.037, 5440
162.144, 5440
162.25, 5440
162.36, 5440
162.466, 5440
162.576, 5440
162.685, 5440
162.792, 5440
