time,torque
0.405, 0
0.509, 0
0.618, 0
0.725, 0
0.834, 0
0.941, 0
1.047, 0
1.159, 0
1.268, 0
1.378, 0
1.487, 0
1.596, 0
1.703, 0
1.812, 0
1.921, 0
2.03, 0
2.137, 0
2.246, 0
2.355, 0
2.465, 0
2.571, 0
2.675, 0
2.784, 0
2.891, 0
3, 0
3.109, 0
3.218, 0
3.328, 0
3.434, 0
3.541, 0
3.647, 0
3.756, 0
3.866, 0
3.972, 0
4.082, 0
4.191, 0
4.297, 0
4.404, 0
4.51, 0
4.62, 0
4.729, 0
4.835, 0
4.945, 0
5.054, 0
5.163, 0
5.272, 0
5.382, 0
5.488, 0
5.597, 0
5.707, 0
5.813, 0
5.925, 0
6.032, 0
6.141, 0
6.25, 0
6.357, 0
6.463, 0
6.57, 0
6.676, 0
6.785, 0
6.895, 0
7.004, 0
7.113, 0
7.223, 0
7.326, 0
7.436, 0
7.542, 0
7.651, 0
7.758, 0
7.865, 0
7.976, 0
8.086, 0
8.192, 0
8.299, 0
8.408, 0
8.512, 0
8.621, 0
8.73, 0
8.837, 0
8.943, 0
9.053, 0
9.162, 0
9.268, 0
9.375, 0
9.484, 0
9.593, 0
9.7, 0
9.806, 0
9.913, 0
10.022, 0
10.129, 0
10.238, 0
10.347, 0
10.456, 0
10.563, 0
10.667, 0
10.776, 0
10.88, 0
10.986, 0
11.093, 0
11.199, 0
11.308, 0
11.415, 0
11.522, 0
11.631, 0
11.74, 0
11.849, 0
11.958, 0
12.062, 0
12.172, 0
12.278, 0
12.387, 0
12.494, 0
12.601, 0
12.712, 0
12.822, 0
12.931, 0
13.04, 0
13.149, 0
13.256, 0
13.365, 0
13.474, 0
13.584, 0
13.69, 0
13.799, 0
13.909, 0
14.018, 0
14.124, 0
14.228, 0
14.337, 0
14.444, 0
14.553, 0
14.662, 0
14.772, 0
14.881, 0
14.987, 0
15.094, 0
15.2, 0
15.31, 0
15.419, 0
15.526, 0
15.635, 0
15.744, 0
15.85, 0
15.957, 0
16.064, 0
16.173, 0
16.282, 0
16.389, 0
16.498, 0
16.607, 0
16.716, 0
16.826, 0
16.935, 0
17.041, 0
17.151, 0
17.26, 0
17.367, 0
17.478, 0
17.585, 0
17.694, 0
17.804, 0
17.91, 0
18.016, 0
18.123, 0
18.23, 0
18.339, 0
18.448, 0
18.557, 0
18.666, 0
18.776, 0
18.879, 0
18.989, 0
19.095, 0
19.205, 0
19.311, 0
19.418, 0
19.53, 0
19.639, 0
19.745, 0
19.852, 0
19.961, 0
20.068, 0
20.174, 0
20.283, 0
20.393, 0
20.502, 0
20.611, 0
20.72, 0
20.83, 0
20.936, 0
21.045, 0
21.155, 0
21.264, 0
21.373, 0
21.48, 0
21.589, 0
21.698, 0
21.805, 0
21.908, 0
22.018, 0
22.124, 0
22.233, 0
22.343, 0
22.452, 0
22.561, 0
22.668, 0
22.774, 0
22.881, 0
22.99, 0
23.099, 0
23.206, 0
23.315, 0
23.424, 0
23.531, 0
23.638, 0
23.744, 0
23.853, 0
23.96, 0
24.069, 0
24.178, 0
24.287, 0
24.397, 0
24.506, 0
24.615, 0
24.724, 0
24.831, 0
24.94, 0
25.049, 0
25.159, 0
25.265, 0
25.374, 0
25.484, 0
25.593, 0
25.697, 0
25.803, 0
25.912, 0
26.019, 0
26.128, 0
26.235, 0
26.347, 0
26.456, 0
26.563, 0
26.669, 0
26.776, 0
26.885, 0
26.994, 0
27.101, 0
27.21, 0
27.319, 0
27.428, 0
27.538, 0
27.647, 0
27.753, 0
27.863, 0
27.972, 0
28.079, 0
28.182, 0
28.291, 0
28.401, 0
28.51, 0
28.617, 0
28.726, 0
28.835, 0
28.942, 0
29.051, 0
29.16, 0
29.269, 0
29.378, 0
29.485, 0
29.591, 0
29.701, 0
29.81, 0
29.919, 0
30.023, 0
30.132, 0
30.242, 0
30.348, 0
30.455, 0
30.561, 0
30.668, 0
30.777, 0
30.886, 0
30.995, 0
31.105, 0
31.214, 0
31.318, 0
31.427, 0
31.534, 0
31.643, 0
31.749, 0
31.856, 0
31.968, 0
32.077, 0
32.186, 0
32.295, 0
32.405, 0
32.511, 0
32.62, 0
32.73, 0
32.839, 0
32.946, 0
33.055, 0
33.164, 0
33.273, 0
33.38, 0
33.483, 0
33.593, 0
33.699, 0
33.809, 0
33.918, 0
34.025, 0
34.136, 0
34.243, 0
34.347, 0
34.456, 0
34.562, 0
34.672, 0
34.781, 0
34.89, 0
34.999, 0
35.106, 0
35.212, 0
35.322, 0
35.426, 0
35.535, 0
35.644, 0
35.753, 0
35.862, 0
35.972, 0
36.081, 0
36.19, 0
36.297, 0
36.406, 0
36.515, 0
36.622, 0
36.734, 0
36.84, 0
36.949, 0
37.059, 0
37.166, 0
37.272, 0
37.378, 0
37.485, 0
37.594, 0
37.703, 0
37.813, 0
37.922, 0
38.031, 0
38.135, 0
38.244, 0
38.351, 0
38.46, 0
38.567, 0
38.673, 0
38.785, 0
38.894, 0
39.001, 0
39.107, 0
39.216, 0
39.32, 0
39.429, 0
39.539, 0
39.648, 0
39.757, 0
39.866, 0
39.976, 0
40.085, 0
40.191, 0
40.301, 0
40.41, 0
40.519, 0
40.629, 0
40.735, 0
40.844, 0
40.954, 0
41.06, 0
41.164, 0
41.273, 0
41.38, 0
41.489, 0
41.598, 0
41.707, 0
41.817, 0
41.923, 0
42.03, 0
42.136, 0
42.245, 0
42.355, 0
42.461, 0
42.57, 0
42.68, 0
42.786, 0
42.893, 0
43.002, 0
43.108, 0
43.215, 0
43.324, 0
43.434, 0
43.543, 0
43.652, 0
43.761, 0
43.871, 0
43.98, 0
44.086, 0
44.196, 0
44.305, 0
44.414, 0
44.52, 0
44.63, 0
44.739, 0
44.848, 0
44.952, 0
45.059, 0
45.168, 0
45.275, 0
45.384, 0
45.49, 0
45.602, 0
45.711, 0
45.818, 0
45.924, 0
46.031, 0
46.141, 0
46.249, 0
46.356, 0
46.465, 0
46.574, 0
46.681, 0
46.787, 0
46.894, 0
47.003, 0
47.113, 0
47.219, 0
47.328, 0
47.438, 0
47.547, 0
47.656, 0
47.765, 0
47.872, 0
47.981, 0
48.09, 0
48.2, 0
48.309, 0
48.415, 0
48.525, 0
48.634, 0
48.74, 0
48.844, 0
48.953, 0
49.06, 0
49.167, 0
49.279, 0
49.388, 0
49.497, 0
49.604, 0
49.71, 0
49.817, 0
49.923, 0
50.032, 0
50.142, 0
50.251, 0
50.36, 0
50.469, 0
50.573, 0
50.682, 0
50.789, 0
50.895, 0
51.005, 0
51.111, 0
51.223, 0
51.332, 0
51.442, 0
51.551, 0
51.66, 0
51.767, 0
51.876, 0
51.985, 0
52.094, 0
52.201, 0
52.31, 0
52.419, 0
52.529, 0
52.635, 0
52.739, 0
52.848, 0
52.955, 0
53.064, 0
53.173, 0
53.28, 0
53.392, 0
53.498, 0
53.602, 0
53.711, 0
53.82, 24
53.929, 18
54.038, 11
54.145, 17
54.257, 19
54.366, 19
54.475, 20
54.585, 20
54.694, 22
54.801, 23
54.892, 23
55.001, 23
55.107, 23
55.216, 23
55.328, 23
55.438, 23
55.547, 23
55.656, 22
55.766, 21
55.875, 20
55.984, 19
56.094, 17
56.203, 17
56.312, 16
56.418, 16
56.527, 17
56.634, 18
56.743, 20
56.85, 21
56.954, 25
57.063, 34
57.17, 38
57.279, 41
57.389, 42
57.498, 43
57.607, 43
57.717, 43
57.826, 43
57.935, 43
58.044, 43
58.154, 43
58.264, 43
58.37, 45
58.474, 48
58.581, 51
58.69, 53
58.797, 56
58.903, 61
59.012, 65
59.122, 68
59.232, 60
59.341, 42
59.45, 41
59.559, 30
59.669, 25
59.778, 23
59.887, 21
59.994, 21
60.104, 9
60.213, 1
60.317, 65535
60.424, 65535
60.53, 0
60.642, 24
60.748, 34
60.858, 42
60.965, 48
61.069, 54
61.175, 39
61.282, 13
61.392, 2
61.499, 0
61.608, 65535
61.715, 17
61.824, 31
61.933, 39
62.043, 44
62.146, 46
62.256, 48
62.365, 26
62.472, 7
62.581, 0
62.687, 65535
62.797, 0
62.904, 30
63.013, 46
63.12, 63
63.229, 71
63.338, 74
63.448, 74
63.552, 40
63.658, 12
63.765, 2
63.871, 0
63.981, 65535
64.087, 17
64.196, 56
64.303, 73
64.409, 79
64.519, 81
64.626, 79
64.732, 33
64.839, 10
64.945, 1
65.055, 65535
65.164, 65535
65.27, 24
65.375, 58
65.487, 72
65.596, 76
65.703, 77
65.815, 67
65.924, 21
66.034, 5
66.14, 0
66.244, 65535
66.353, 65535
66.457, 65535
66.564, 65535
66.673, 4
66.78, 14
66.886, 10
66.993, 18
67.103, 26
67.209, 8
67.316, 1
67.425, 65535
67.534, 65535
67.64, 65535
67.75, 65535
67.854, 65535
67.96, 13
68.067, 33
68.173, 37
68.283, 38
68.393, 39
68.499, 46
68.608, 61
68.718, 73
68.826, 78
68.933, 81
69.037, 82
69.146, 83
69.258, 82
69.368, 80
69.477, 80
69.586, 79
69.693, 79
69.799, 79
69.909, 79
70.019, 79
70.128, 77
70.237, 77
70.347, 80
70.456, 90
70.563, 100
70.672, 100
70.779, 100
70.888, 100
70.997, 98
71.106, 95
71.216, 85
71.325, 75
71.432, 65
71.539, 56
71.649, 47
71.758, 39
71.869, 32
71.979, 28
72.085, 23
72.195, 20
72.304, 19
72.413, 16
72.522, 16
72.632, 13
72.743, 12
72.853, 13
72.962, 12
73.074, 13
73.18, 13
73.271, 12
73.377, 13
73.484, 11
73.593, 12
73.702, 13
73.812, 15
73.918, 15
74.022, 14
74.131, 14
74.241, 15
74.347, 14
74.454, 15
74.564, 13
74.675, 14
74.786, 14
74.895, 14
75.004, 14
75.113, 14
75.223, 14
75.329, 15
75.441, 15
75.545, 14
75.651, 14
75.758, 14
75.868, 14
75.977, 14
76.081, 14
76.188, 13
76.3, 14
76.407, 14
76.518, 15
76.625, 14
76.737, 13
76.846, 13
76.95, 13
77.056, 13
77.166, 14
77.278, 13
77.384, 13
77.489, 13
77.595, 13
77.701, 13
77.792, 13
77.898, 14
78.008, 13
78.114, 12
78.223, 13
78.33, 13
78.44, 13
78.546, 13
78.652, 13
78.745, 14
78.857, 14
78.964, 14
79.07, 15
79.18, 14
79.286, 14
79.39, 14
79.499, 15
79.611, 13
79.72, 14
79.827, 13
79.936, 13
80.048, 13
80.157, 12
80.267, 11
80.376, 11
80.485, 10
80.595, 11
80.698, 13
80.808, 13
80.915, 13
81.021, 14
81.127, 14
81.234, 13
81.344, 14
81.453, 15
81.562, 15
81.669, 15
81.778, 14
81.869, 14
81.978, 13
82.085, 12
82.194, 6
82.301, 0
82.407, 65535
82.513, 65535
82.62, 65535
82.727, 65535
82.836, 65535
82.943, 65535
83.055, 65535
83.162, 65535
83.273, 65535
83.383, 65535
83.492, 65535
83.598, 65535
83.708, 65535
83.82, 65535
83.929, 65535
84.038, 65535
84.15, 65535
84.257, 65535
84.363, 65535
84.467, 0
84.576, 15
84.684, 25
84.793, 35
84.904, 47
84.995, 54
85.101, 62
85.192, 66
85.298, 65
85.41, 64
85.517, 60
85.629, 50
85.735, 46
85.842, 44
85.951, 43
86.06, 40
86.169, 37
86.276, 34
86.388, 30
86.5, 28
86.612, 26
86.719, 23
86.825, 21
86.932, 21
87.023, 20
87.129, 21
87.241, 23
87.347, 24
87.456, 24
87.563, 25
87.672, 25
87.779, 25
87.888, 23
87.981, 24
88.09, 23
88.2, 20
88.292, 19
88.402, 20
88.511, 18
88.623, 17
88.732, 17
88.842, 17
88.953, 17
89.061, 16
89.167, 16
89.274, 15
89.383, 16
89.493, 16
89.605, 15
89.712, 16
89.823, 16
89.933, 16
90.042, 16
90.154, 15
90.263, 15
90.369, 14
90.476, 14
90.58, 13
90.687, 13
90.791, 12
90.9, 12
91.006, 12
91.115, 11
91.225, 11
91.337, 11
91.449, 12
91.556, 12
91.662, 11
91.769, 12
91.878, 13
91.984, 13
92.094, 13
92.204, 12
92.313, 12
92.422, 13
92.529, 14
92.639, 13
92.75, 13
92.859, 14
92.969, 15
93.078, 13
93.184, 13
93.288, 13
93.398, 100
93.507, 100
93.614, 100
93.72, 60
93.832, 64
93.941, 76
94.048, 90
94.157, 100
94.266, 100
94.374, 100
94.483, 100
94.589, 100
94.693, 100
94.802, 100
94.916, 100
95.023, 100
95.133, 100
95.239, 100
95.348, 99
95.455, 99
95.564, 99
95.671, 100
95.783, 100
95.894, 100
96.004, 100
96.111, 100
96.221, 100
96.329, 100
96.436, 93
96.54, 36
96.646, 11
96.753, 7
96.867, 20
96.977, 30
97.089, 37
97.196, 44
97.302, 47
97.409, 44
97.518, 39
97.628, 35
97.736, 32
97.846, 30
97.952, 29
98.062, 34
98.172, 41
98.281, 49
98.39, 58
98.494, 66
98.601, 70
98.707, 73
98.814, 82
98.92, 87
99.027, 90
99.134, 92
99.243, 94
99.352, 95
99.459, 97
99.57, 99
99.68, 100
99.79, 100
99.899, 100
100.011, 100
100.118, 100
100.227, 100
100.336, 100
100.443, 87
100.555, 29
100.661, 8
100.768, 1
100.872, 0
100.979, 65535
101.087, 65535
101.194, 65535
101.303, 65535
101.41, 65535
101.517, 65535
101.623, 65535
101.735, 65535
101.842, 65535
101.946, 65535
102.054, 65535
102.145, 65535
102.251, 65535
102.36, 65535
102.467, 65535
102.576, 65535
102.683, 65535
102.774, 65535
102.88, 65535
102.986, 65535
103.077, 65535
103.183, 65535
103.29, 65535
103.396, 65535
103.503, 65535
103.612, 65535
103.716, 65535
103.819, 65535
103.929, 65535
104.035, 65535
104.126, 65535
104.237, 65535
104.344, 65535
104.456, 65535
104.568, 65535
104.68, 65535
104.789, 65535
104.901, 65535
105.01, 65535
105.117, 65535
105.226, 65535
105.333, 65535
105.44, 65535
105.549, 65535
105.658, 65535
105.762, 0
105.869, 11
105.976, 14
106.082, 18
106.188, 19
106.298, 23
106.407, 25
106.517, 17
106.623, 9
106.727, 4
106.833, 0
106.943, 0
107.052, 65535
107.162, 65535
107.27, 65535
107.381, 6
107.49, 14
107.599, 24
107.705, 29
107.815, 33
107.922, 38
108.031, 41
108.138, 44
108.242, 48
108.351, 51
108.444, 52
108.553, 55
108.66, 58
108.769, 69
108.88, 74
108.986, 81
109.098, 85
109.208, 85
109.317, 85
109.426, 89
109.535, 92
109.645, 93
109.751, 96
109.86, 99
109.968, 76
110.077, 27
110.183, 7
110.293, 0
110.399, 0
110.506, 65535
110.618, 65535
110.727, 65535
110.836, 65535
110.943, 65535
111.049, 65535
111.158, 65535
111.268, 65535
111.377, 65535
111.481, 65535
111.588, 65535
111.697, 65535
111.806, 65535
111.918, 65535
112.025, 65535
112.134, 65535
112.241, 65535
112.35, 65535
112.459, 65535
112.569, 65535
112.672, 65535
112.779, 65535
112.888, 65535
112.979, 65535
113.082, 65535
113.191, 0
113.295, 12
113.404, 21
113.514, 29
113.623, 36
113.727, 45
113.836, 58
113.943, 68
114.044, 73
114.137, 78
114.241, 81
114.348, 82
114.457, 88
114.563, 93
114.673, 100
114.785, 100
114.896, 100
115.008, 100
115.118, 100
115.222, 100
115.334, 100
115.437, 100
115.547, 100
115.656, 100
115.765, 100
115.875, 100
115.979, 100
116.086, 100
116.198, 100
116.307, 100
116.413, 100
116.526, 100
116.632, 100
116.744, 100
116.851, 100
116.963, 100
117.075, 100
117.183, 100
117.274, 100
117.383, 100
117.493, 100
117.602, 100
117.709, 100
117.818, 100
117.909, 100
118.016, 100
118.125, 100
118.234, 100
118.341, 100
118.448, 100
118.554, 100
118.661, 100
118.772, 100
118.884, 100
118.996, 100
119.106, 100
119.212, 100
119.316, 100
119.425, 100
119.532, 100
119.641, 100
119.751, 100
119.858, 100
119.97, 100
120.079, 100
120.189, 100
120.295, 100
120.404, 100
120.511, 100
120.621, 93
120.727, 88
120.841, 82
120.951, 78
121.06, 77
121.169, 76
121.276, 77
121.383, 80
121.489, 86
121.596, 93
121.7, 99
121.806, 100
121.916, 100
122.025, 100
122.135, 100
122.243, 100
122.353, 100
122.462, 100
122.566, 100
122.675, 100
122.785, 100
122.891, 100
122.998, 100
123.11, 100
123.219, 100
123.329, 100
123.438, 100
123.541, 100
123.651, 100
123.762, 100
123.872, 100
123.978, 100
124.085, 100
124.194, 100
124.304, 100
124.41, 100
124.514, 100
124.623, 100
124.733, 100
124.842, 100
124.954, 100
125.06, 100
125.17, 100
125.273, 100
125.38, 100
125.489, 100
125.597, 100
125.708, 100
125.815, 100
125.921, 100
126.028, 100
126.14, 100
126.246, 100
126.353, 100
126.465, 100
126.577, 100
126.686, 100
126.793, 100
126.907, 100
127.017, 100
127.126, 100
127.233, 100
127.339, 100
127.449, 100
127.561, 100
127.67, 100
127.777, 100
127.884, 100
127.995, 100
128.105, 100
128.214, 100
128.32, 100
128.43, 100
128.54, 94
128.646, 71
128.756, 54
128.865, 48
128.974, 46
129.086, 43
129.195, 42
129.305, 40
129.414, 39
129.52, 39
129.627, 40
129.737, 41
129.844, 43
129.956, 43
130.065, 42
130.174, 43
130.283, 43
130.39, 42
130.499, 42
130.606, 45
130.716, 49
130.824, 53
130.934, 49
131.04, 50
131.152, 48
131.264, 50
131.373, 58
131.48, 63
131.589, 66
131.698, 67
131.805, 67
131.909, 67
132.019, 66
132.13, 63
132.24, 58
132.349, 56
132.458, 56
132.565, 59
132.677, 63
132.786, 65
132.893, 67
132.999, 49
133.106, 16
133.215, 3
133.325, 0
133.431, 65535
133.541, 65535
133.65, 65535
133.757, 65535
133.863, 65535
133.973, 65535
134.085, 65535
134.194, 65535
134.303, 65535
134.412, 65535
134.522, 65535
134.634, 65535
134.743, 65535
134.858, 65535
134.967, 65535
135.076, 65535
135.186, 65535
135.295, 65535
135.402, 65535
135.508, 65535
135.615, 65535
135.727, 65535
135.833, 65535
135.945, 65535
136.055, 65535
136.163, 65535
136.27, 65535
136.383, 65535
136.487, 65535
136.595, 65535
136.686, 65535
136.795, 65535
136.901, 65535
136.992, 65535
137.101, 65535
137.213, 65535
137.319, 65535
137.429, 65535
137.536, 65535
137.64, 65535
137.749, 65535
137.858, 65535
137.97, 65535
138.077, 65535
138.186, 65535
138.292, 4
138.396, 7
138.506, 12
138.607, 16
138.714, 20
138.825, 23
138.932, 25
139.041, 30
139.148, 37
139.257, 44
139.363, 54
139.473, 63
139.582, 70
139.694, 76
139.8, 78
139.907, 76
140.014, 74
140.126, 73
140.235, 73
140.344, 73
140.453, 73
140.56, 73
140.663, 73
140.773, 73
140.882, 77
140.984, 79
141.09, 79
141.202, 79
141.311, 80
141.418, 80
141.524, 80
141.634, 81
141.743, 81
141.852, 82
141.959, 83
142.062, 87
142.172, 97
142.278, 100
142.388, 100
142.497, 100
142.601, 100
142.71, 100
142.82, 100
142.926, 100
143.035, 100
143.143, 100
143.249, 100
143.355, 100
143.463, 100
143.569, 100
143.676, 100
143.788, 100
143.894, 100
144, 100
144.107, 100
144.219, 100
144.328, 100
144.435, 100
144.544, 100
144.651, 100
144.761, 100
144.87, 100
144.979, 100
145.086, 100
145.197, 100
145.309, 100
145.415, 100
145.522, 100
145.628, 100
145.738, 100
145.847, 100
145.957, 100
146.063, 100
146.17, 100
146.279, 100
146.391, 100
146.495, 100
146.601, 100
146.708, 100
146.818, 100
146.924, 100
147.031, 100
147.14, 100
147.246, 100
147.353, 100
147.462, 100
147.572, 100
147.678, 100
147.785, 100
147.892, 100
147.998, 100
148.108, 100
148.217, 100
148.324, 100
148.428, 100
148.537, 100
148.647, 100
148.755, 100
148.867, 100
148.974, 100
149.084, 100
149.19, 100
149.3, 90
149.409, 85
149.516, 85
149.625, 87
149.737, 89
149.846, 90
149.955, 82
150.062, 66
150.171, 45
150.278, 36
150.388, 31
150.498, 28
150.604, 28
150.716, 29
150.825, 34
150.935, 42
151.041, 46
151.148, 48
151.257, 55
151.366, 56
151.473, 57
151.579, 54
151.686, 52
151.795, 46
151.899, 47
152.003, 52
152.107, 56
152.217, 62
152.309, 63
152.415, 63
152.506, 65
152.612, 67
152.719, 46
152.826, 15
152.937, 3
153.046, 0
153.156, 65535
153.262, 65535
153.369, 65535
153.479, 65535
153.588, 65535
153.698, 65535
153.807, 65535
153.916, 65535
154.026, 65535
154.132, 65535
154.241, 65535
154.348, 65535
154.454, 65535
154.545, 65535
154.654, 65535
154.76, 65535
154.864, 65535
154.976, 65535
155.083, 65535
155.189, 65535
155.296, 65535
155.402, 65535
155.506, 65535
155.615, 65535
155.722, 65535
155.829, 65535
155.938, 65535
156.044, 65535
156.135, 65535
156.245, 65535
156.351, 65535
156.455, 65535
156.567, 65535
156.676, 65535
156.785, 65535
156.895, 65535
157.002, 65535
157.108, 65535
157.215, 65535
157.321, 65535
157.43, 65535
157.537, 65535
157.649, 65535
157.758, 3
157.868, 6
157.974, 4
158.084, 4
158.19, 10
158.3, 13
158.409, 16
158.518, 19
158.628, 26
158.734, 42
158.841, 66
158.952, 78
159.062, 90
159.168, 100
159.278, 100
159.384, 100
159.494, 100
159.603, 100
159.712, 100
159.819, 100
159.91, 100
160.017, 100
160.126, 100
160.217, 100
160.326, 100
160.433, 100
160.544, 100
160.656, 100
160.768, 100
160.878, 100
160.984, 100
161.093, 100
161.201, 100
161.307, 100
161.416, 100
161.52, 100
161.626, 100
161.737, 100
161.843, 100
161.949, 100
162.059, 100
162.162, 100
162.272, 100
162.381, 100
162.488, 100
162.597, 100
162.707, 100
162.814, 100
162.922, 100
163.029, 100
163.133, 100
163.242, 100
163.344, 100
163.45, 100
163.562, 100
163.674, 100
163.786, 100
163.892, 100
164.002, 100
164.108, 100
164.217, 100
164.324, 100
164.433, 100
164.54, 100
164.646, 100
164.753, 100
164.859, 100
164.969, 100
165.075, 100
165.185, 100
165.294, 100
165.401, 100
165.504, 100
165.616, 100
165.723, 89
165.814, 33
165.921, 9
166.028, 1
166.134, 0
166.246, 65535
166.355, 65535
166.461, 65535
166.569, 65535
166.677, 65535
166.787, 65535
166.896, 65535
167.005, 65535
167.112, 65535
167.219, 65535
167.328, 65535
167.438, 65535
167.547, 65535
167.657, 65535
167.765, 65535
167.876, 65535
167.982, 65535
168.092, 65535
168.198, 65535
168.308, 65535
168.414, 65535
168.518, 65535
168.624, 65535
168.735, 65535
168.845, 65535
168.956, 65535
169.065, 65535
169.172, 65535
169.283, 65535
169.39, 65535
169.499, 65535
169.606, 65535
169.715, 65535
169.821, 65535
169.928, 65535
170.037, 65535
170.144, 65535
170.25, 65535
170.36, 4
170.469, 6
170.575, 9
170.679, 12
170.791, 16
170.898, 23
171.004, 26
171.114, 34
171.22, 44
171.332, 56
171.439, 72
171.548, 85
171.657, 99
171.764, 100
171.873, 100
171.98, 100
172.087, 100
172.197, 100
172.305, 100
172.411, 100
172.517, 100
172.624, 100
172.73, 100
172.837, 100
172.949, 100
173.061, 100
173.17, 100
173.282, 100
173.388, 100
173.498, 100
173.604, 100
173.711, 100
173.821, 100
173.93, 100
174.037, 100
174.149, 100
174.253, 100
174.362, 100
174.471, 100
174.581, 100
174.687, 100
174.794, 100
174.904, 100
175.013, 100
175.117, 100
175.224, 100
175.335, 100
175.445, 100
175.551, 100
175.657, 100
175.767, 100
175.877, 100
175.983, 100
176.089, 100
176.18, 100
176.289, 100
176.395, 100
176.504, 100
176.611, 100
176.717, 100
176.821, 100
176.931, 100
177.037, 100
177.144, 100
177.248, 100
177.357, 100
177.466, 100
177.573, 100
177.684, 100
177.794, 100
177.903, 100
178.012, 100
178.12, 100
178.226, 100
178.335, 100
178.439, 100
178.545, 100
178.655, 100
178.761, 100
178.871, 100
178.977, 100
179.084, 100
179.19, 100
179.297, 100
179.406, 100
179.515, 100
179.619, 100
179.728, 100
179.835, 100
179.944, 100
180.056, 100
180.165, 100
180.272, 100
180.382, 100
180.491, 100
180.603, 100
180.713, 100
180.822, 100
180.929, 100
181.038, 100
181.142, 100
181.253, 100
181.363, 100
181.469, 100
181.56, 100
181.668, 100
181.775, 100
181.882, 100
181.988, 100
182.097, 100
182.204, 100
182.311, 100
182.415, 100
182.524, 100
182.628, 100
182.732, 100
182.841, 100
182.951, 100
183.057, 100
183.164, 100
183.27, 100
183.38, 100
183.486, 100
183.593, 100
183.699, 100
183.809, 100
183.915, 100
184.021, 100
184.128, 100
184.235, 100
184.347, 100
184.456, 100
184.562, 100
184.666, 100
184.757, 100
184.863, 100
184.97, 100
185.076, 100
185.183, 100
185.289, 100
185.399, 100
185.508, 100
185.617, 100
185.721, 100
185.83, 100
185.937, 100
186.044, 100
186.156, 100
186.262, 100
186.353, 100
186.459, 100
186.568, 100
186.678, 100
186.787, 100
186.896, 100
187.006, 100
187.112, 100
187.218, 100
187.325, 100
187.432, 100
187.544, 100
187.651, 100
187.763, 100
187.869, 100
187.976, 100
188.067, 100
188.176, 100
188.282, 100
188.389, 100
188.496, 100
188.606, 100
188.715, 100
188.825, 100
188.933, 100
189.024, 100
189.13, 100
189.24, 100
189.346, 100
189.452, 100
189.562, 100
189.669, 100
189.78, 100
189.89, 100
189.996, 100
190.106, 100
190.212, 100
190.322, 100
190.432, 100
190.541, 100
190.65, 100
190.757, 100
190.863, 100
190.954, 100
191.06, 100
191.167, 100
191.274, 100
191.38, 100
191.492, 100
191.599, 100
191.708, 100
191.82, 100
191.929, 100
192.036, 100
192.143, 100
192.252, 100
192.359, 100
192.468, 100
192.578, 100
192.687, 100
192.796, 100
192.905, 100
193.012, 100
193.121, 100
193.233, 100
193.339, 100
193.449, 100
193.558, 100
193.667, 100
193.777, 100
193.883, 100
193.974, 100
194.08, 100
194.187, 100
194.293, 100
194.398, 100
194.507, 100
194.611, 100
194.722, 100
194.831, 100
194.938, 100
195.043, 100
195.149, 100
195.258, 100
195.365, 100
195.477, 100
195.588, 100
195.7, 100
195.81, 100
195.916, 100
196.026, 100
196.135, 100
196.244, 100
196.351, 100
196.461, 100
196.567, 100
196.671, 100
196.783, 100
196.892, 100
197.001, 100
197.111, 100
197.217, 100
197.323, 100
197.433, 55
197.543, 16
197.649, 3
197.752, 0
197.843, 0
197.952, 65535
198.056, 65535
198.162, 65535
198.269, 65535
198.378, 65535
198.487, 65535
198.591, 65535
198.693, 65535
198.799, 65535
198.905, 65535
199.012, 65535
199.122, 65535
199.231, 65535
199.339, 65535
199.445, 65535
199.551, 65535
199.655, 65535
199.767, 65535
199.874, 65535
199.98, 65535
200.086, 65535
200.194, 65535
200.303, 65535
200.412, 65535
200.522, 65535
200.631, 65535
200.74, 65535
200.846, 65535
200.953, 65535
201.062, 65535
201.171, 65535
201.278, 65535
201.385, 65535
201.491, 65535
201.598, 65535
201.704, 65535
201.811, 65535
201.92, 65535
202.029, 65535
202.136, 65535
202.248, 65535
202.36, 65535
202.472, 65535
202.581, 65535
202.687, 65535
202.778, 65535
202.888, 65535
202.995, 65535
